"Monitoramento Peão Barretos 2026 - Smart Events (2460)"

"Save Time:2026-08-21 14:03:34"

"User Name:80497131"

"Total 351 records"

"Object","Period(minute)","Start Time","L.RRC.ConnReq.Succ(None)","L.RRC.ConnReq.Att(None)","L.E-RAB.SuccEst(None)","L.S1Sig.ConnEst.Att(None)","L.S1Sig.ConnEst.Succ(None)","L.E-RAB.AttEst(None)","L.E-RAB.AbnormRel(None)","L.E-RAB.AbnormRel.MME(None)","L.E-RAB.Rel.MME(None)","L.E-RAB.NormRel(None)","L.Cell.Unavail.Dur.Sys(s)","L.Cell.Unavail.Dur.Manual(s)","L.Thrp.Time.DL.RmvLastTTI(ms)","L.Thrp.bits.UL(bit)","L.Thrp.bits.DL(bit)","L.Thrp.bits.UE.UL.LastTTI(bit)","L.Thrp.bits.DL.LastTTI(bit)","L.Thrp.Time.UE.UL.RmvLastTTI(ms)","L.UL.Interference.Avg(dBm)","L.ChMeas.PRB.UL.Avail(None)","L.ChMeas.PRB.DL.Avail(None)","L.ChMeas.PRB.UL.Used.Avg(None)","L.ChMeas.PRB.DL.Used.Avg(None)","L.Traffic.User.Avg(None)"
"MRX61_SP-eNodeB Function Name=TRX61_SP, Local Cell ID=192, Cell Name=URX6172, eNodeB ID=902166, Cell FDD TDD indication=CELL_FDD","1","2026-08-21 14:02:00","0","0","0","0","0","0","0","0","0","0","","","","","0","","","","","","","","","0"
"MRX61_SP-eNodeB Function Name=TRX61_SP, Local Cell ID=191, Cell Name=URX6171, eNodeB ID=902166, Cell FDD TDD indication=CELL_FDD","1","2026-08-21 14:02:00","1","1","0","1","1","2","0","0","0","0","","","","","0","","","","","","","","","0.033"
"MRX61_SP-eNodeB Function Name=TRX61_SP, Local Cell ID=193, Cell Name=URX6173, eNodeB ID=902166, Cell FDD TDD indication=CELL_FDD","1","2026-08-21 14:02:00","0","0","0","0","0","0","0","0","0","0","","","","","0","","","","","","","","","0.067"
"MRX61_SP-eNodeB Function Name=TRX61_SP, Local Cell ID=202, Cell Name=URX6182, eNodeB ID=902166, Cell FDD TDD indication=CELL_FDD","1","2026-08-21 14:02:00","0","0","0","0","0","0","0","0","0","0","","","","","89152","","","","","","","","","0.083"
"MRX61_SP-eNodeB Function Name=TRX61_SP, Local Cell ID=201, Cell Name=URX6181, eNodeB ID=902166, Cell FDD TDD indication=CELL_FDD","1","2026-08-21 14:02:00","4","4","5","4","4","5","0","0","0","5","","","","","99563552","","","","","","","","","6.233"
"MRX61_SP-eNodeB Function Name=TRX61_SP, Local Cell ID=203, Cell Name=URX6183, eNodeB ID=902166, Cell FDD TDD indication=CELL_FDD","1","2026-08-21 14:02:00","1","1","2","1","1","2","0","0","0","4","","","","","77376","","","","","","","","","0.35"
"MRX61_SP-eNodeB Function Name=TRX61_SP, Local Cell ID=82, Cell Name=ORX612, eNodeB ID=902166, Cell FDD TDD indication=CELL_TDD","1","2026-08-21 14:02:00","10","10","17","10","10","17","0","0","0","12","","","","","18210712","","","","","","","","","4.533"
"MRX61_SP-eNodeB Function Name=TRX61_SP, Local Cell ID=81, Cell Name=ORX611, eNodeB ID=902166, Cell FDD TDD indication=CELL_TDD","1","2026-08-21 14:02:00","29","29","59","29","29","59","0","0","0","56","","","","","89111440","","","","","","","","","24.117"
"MRX61_SP-eNodeB Function Name=TRX61_SP, Local Cell ID=91, Cell Name=LRX611, eNodeB ID=902166, Cell FDD TDD indication=CELL_TDD","1","2026-08-21 14:02:00","15","15","27","15","15","27","0","0","0","40","","","","","12043464","","","","","","","","","11.533"
"MRX61_SP-eNodeB Function Name=TRX61_SP, Local Cell ID=83, Cell Name=ORX613, eNodeB ID=902166, Cell FDD TDD indication=CELL_TDD","1","2026-08-21 14:02:00","2","2","4","2","2","4","0","0","0","2","","","","","1447304","","","","","","","","","1"
"MRX61_SP-eNodeB Function Name=TRX61_SP, Local Cell ID=93, Cell Name=LRX613, eNodeB ID=902166, Cell FDD TDD indication=CELL_TDD","1","2026-08-21 14:02:00","3","3","6","3","3","6","0","0","0","6","","","","","171192","","","","","","","","","1.717"
"MRX61_SP-eNodeB Function Name=TRX61_SP, Local Cell ID=92, Cell Name=LRX612, eNodeB ID=902166, Cell FDD TDD indication=CELL_TDD","1","2026-08-21 14:02:00","3","3","6","3","3","6","0","0","0","8","","","","","799472","","","","","","","","","2.833"
"MRX81_SP-eNodeB Function Name=TRX81_SP, Local Cell ID=111, Cell Name=VRX8151, eNodeB ID=903125, Cell FDD TDD indication=CELL_FDD","1","2026-08-21 14:02:00","29","29","56","29","29","56","0","0","0","45","","","177","45673280","32594336","6500848","21085960","1893","	-111","100","100","9.341","2.926","13.133"
"MRX81_SP-eNodeB Function Name=TRX81_SP, Local Cell ID=113, Cell Name=VRX8153, eNodeB ID=903125, Cell FDD TDD indication=CELL_FDD","1","2026-08-21 14:02:00","3","3","6","3","3","6","0","0","0","0","","","20","3708328","4012968","986144","3499600","572","	-107","100","100","5.762","2.071","0.983"
"MRX81_SP-eNodeB Function Name=TRX81_SP, Local Cell ID=112, Cell Name=VRX8152, eNodeB ID=903125, Cell FDD TDD indication=CELL_FDD","1","2026-08-21 14:02:00","23","23","47","23","23","47","0","0","2","46","","","297","83238584","23518728","15041824","10323856","6045","	-106","100","100","17.335","4.094","25.85"
"MRX81_SP-eNodeB Function Name=TRX81_SP, Local Cell ID=132, Cell Name=VRX8162, eNodeB ID=903125, Cell FDD TDD indication=CELL_FDD","1","2026-08-21 14:02:00","24","24","48","24","24","48","0","0","4","42","","","949","24373312","103087032","10115376","17451104","1355","	-111","100","100","10.214","4.1","18.817"
