Old - Site Name,Logical Site,Short Name,Old - Cell Name,Cell Name,Cell Type,Latitude,Longitude,UF,ANF,City,MCC,MNC,Old - Site ID,eNodeB ID,Old - Cell ID,Cell ID,Antenna Height (m),Azimuth,E-Tilt Existente (AAU 4G),E. Tilt,M.Tilt,M.Tilt AAU LTE,Antenna Model,Carriers (MHz),Frequency Band,DL EARFCN,DL Bandwidth (MHz),UL Bandwidth (MHz),TAC,PCI,Min Root,Sector,TXRX,"Split (by Freq, non-sectors especifications)",Frequency,RRU Model,Duplex Mode,Cloud Air Check,Change,Remark,OLD Short Name,OLD Site Name,Cluster,Sub-Cluster,Master Cluster,Infra,Ran Sharing,Setores 4G mMIMO (Main v302),RS Power,PA,PB
-,SR-SPIBH2,SPIBH2,-,4G-SPIBH2-18-2K,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,-,856149,-,72,36,230,4,4,2,2,-,1800,3,1700,10M,10M,31148,486,486,S3,32T32R,No,L1800S,RRU5867,FDD,,NEW,NEW 1800 (PORT 2),SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,7.5,DB0_P_A,false
-,SR-SPIBH2,SPIBH2,-,4G-SPIBH2-18-3K,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,-,856149,-,73,36,230,4,4,2,2,-,1800,3,1700,10M,10M,31148,494,494,S3,32T32R,No,L1800S,RRU5867,FDD,,NEW,NEW 1800 (PORT 2),SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,7.5,DB0_P_A,false
-,SR-SPIBH2,SPIBH2,-,4G-SPIBH2-18-4K,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,-,856149,-,74,36,230,4,4,2,2,-,1800,3,1700,10M,10M,31148,439,520,S3,32T32R,No,L1800S,RRU5867,FDD,,NEW,NEW 1800 (PORT 2),SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,7.5,DB0_P_A,false
4G-SPIB82-2,SR-SPIBH2,SPIBH2,4G-SPIB82-21-1A,4G-SPIBH2-21-1A,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72300,856149,191,191,36,10,4,4,0,0,-,2100,1,75,15M,15M,31148,221,221,S1,32T32R,No,L2100,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB82-2,SR-SPIBH2,SPIBH2,4G-SPIB82-21-2A,4G-SPIBH2-21-2A,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72300,856149,192,192,36,10,4,4,0,0,-,2100,1,75,15M,15M,31148,229,229,S1,32T32R,No,L2100,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB82-2,SR-SPIBH2,SPIBH2,4G-SPIB82-21-3A,4G-SPIBH2-21-3A,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72300,856149,193,193,36,10,4,4,0,0,-,2100,1,75,15M,15M,31148,237,237,S1,32T32R,No,L2100,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9,DB_1DOT77_P_A,false
-,SR-SPIBH2,SPIBH2,-,4G-SPIBH2-21-4A,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,-,856149,-,194,36,10,4,4,0,0,-,2100,1,75,15M,15M,31148,162,720,S1,32T32R,No,L2100,RRU5867,FDD,,NEW,NEW 2100,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB82-3,SR-SPIBH2,SPIBH2,4G-SPIB82-21-1B,4G-SPIBH2-21-1B,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72301,856149,196,196,36,130,4,8,5,1,-,2100,1,75,15M,15M,31148,52,52,S2,32T32R,No,L2100,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB82-3,SR-SPIBH2,SPIBH2,4G-SPIB82-21-2B,4G-SPIBH2-21-2B,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72301,856149,197,197,36,130,4,8,5,1,-,2100,1,75,15M,15M,31148,60,60,S2,32T32R,No,L2100,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB82-3,SR-SPIBH2,SPIBH2,4G-SPIB82-21-3B,4G-SPIBH2-21-3B,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72301,856149,198,198,36,130,4,8,5,1,-,2100,1,75,15M,15M,31148,68,68,S2,32T32R,No,L2100,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9,DB_1DOT77_P_A,false
-,SR-SPIBH2,SPIBH2,-,4G-SPIBH2-21-4B,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,-,856149,-,199,36,130,4,8,5,1,-,2100,1,75,15M,15M,31148,111,680,S2,32T32R,No,L2100,RRU5867,FDD,,NEW,NEW 2100,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB82-4,SR-SPIBH2,SPIBH2,4G-SPIB82-21-1C,4G-SPIBH2-21-1C,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72302,856149,201,201,36,230,4,4,2,2,-,2100,1,75,15M,15M,31148,478,478,S3,32T32R,No,L2100,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB82-4,SR-SPIBH2,SPIBH2,4G-SPIB82-21-2C,4G-SPIBH2-21-2C,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72302,856149,202,202,36,230,4,4,2,2,-,2100,1,75,15M,15M,31148,486,486,S3,32T32R,No,L2100,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB82-4,SR-SPIBH2,SPIBH2,4G-SPIB82-21-3C,4G-SPIBH2-21-3C,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72302,856149,203,203,36,230,4,4,2,2,-,2100,1,75,15M,15M,31148,494,494,S3,32T32R,No,L2100,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9,DB_1DOT77_P_A,false
-,SR-SPIBH2,SPIBH2,-,4G-SPIBH2-21-4C,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,-,856149,-,204,36,230,4,4,2,2,-,2100,1,75,15M,15M,31148,171,608,S3,32T32R,No,L2100,RRU5867,FDD,,NEW,NEW 2100,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB82-2,SR-SPIBH2,SPIBH2,4G-SPIB82-18-1A,4G-SPIBH2-18-1A,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72300,856149,211,211,36,10,4,4,0,0,-,1800,3,1276,15M,15M,31148,221,221,S1,32T32R,No,L1800,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9.8,DB0_P_A,false
4G-SPIB82-2,SR-SPIBH2,SPIBH2,4G-SPIB82-18-2A,4G-SPIBH2-18-2A,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72300,856149,212,212,36,10,4,4,0,0,-,1800,3,1276,15M,15M,31148,229,229,S1,32T32R,No,L1800,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9.8,DB0_P_A,false
4G-SPIB82-2,SR-SPIBH2,SPIBH2,4G-SPIB82-18-3A,4G-SPIBH2-18-3A,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72300,856149,213,213,36,10,4,4,0,0,-,1800,3,1276,15M,15M,31148,237,237,S1,32T32R,No,L1800,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9.8,DB0_P_A,false
-,SR-SPIBH2,SPIBH2,-,4G-SPIBH2-18-4A,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,-,856149,-,214,36,10,4,4,0,0,-,1800,3,1276,15M,15M,31148,40,584,S1,32T32R,No,L1800,RRU5867,FDD,,NEW,NEW 1800,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9.8,DB0_P_A,false
4G-SPIB82-3,SR-SPIBH2,SPIBH2,4G-SPIB82-18-1B,4G-SPIBH2-18-1B,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72301,856149,216,216,36,130,4,8,5,1,-,1800,3,1276,15M,15M,31148,52,52,S2,32T32R,No,L1800,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9.8,DB0_P_A,false
4G-SPIB82-3,SR-SPIBH2,SPIBH2,4G-SPIB82-18-2B,4G-SPIBH2-18-2B,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72301,856149,217,217,36,130,4,8,5,1,-,1800,3,1276,15M,15M,31148,60,60,S2,32T32R,No,L1800,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9.8,DB0_P_A,false
4G-SPIB82-3,SR-SPIBH2,SPIBH2,4G-SPIB82-18-3B,4G-SPIBH2-18-3B,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72301,856149,218,218,36,130,4,8,5,1,-,1800,3,1276,15M,15M,31148,68,68,S2,32T32R,No,L1800,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9.8,DB0_P_A,false
-,SR-SPIBH2,SPIBH2,-,4G-SPIBH2-18-4B,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,-,856149,-,219,36,130,4,8,5,1,-,1800,3,1276,15M,15M,31148,441,512,S2,32T32R,No,L1800,RRU5867,FDD,,NEW,NEW 1800,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9.8,DB0_P_A,false
4G-SPIB82-4,SR-SPIBH2,SPIBH2,4G-SPIB82-18-1C,4G-SPIBH2-18-1C,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72302,856149,221,221,36,230,4,4,2,2,-,1800,3,1276,15M,15M,31148,478,478,S3,32T32R,No,L1800,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9.8,DB0_P_A,false
4G-SPIB82-4,SR-SPIBH2,SPIBH2,4G-SPIB82-18-2C,4G-SPIBH2-18-2C,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72302,856149,222,222,36,230,4,4,2,2,-,1800,3,1276,15M,15M,31148,486,486,S3,32T32R,No,L1800,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9.8,DB0_P_A,false
4G-SPIB82-4,SR-SPIBH2,SPIBH2,4G-SPIB82-18-3C,4G-SPIBH2-18-3C,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,72302,856149,223,223,36,230,4,4,2,2,-,1800,3,1276,15M,15M,31148,494,494,S3,32T32R,No,L1800,RRU5867,FDD,,,,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9.8,DB0_P_A,false
-,SR-SPIBH2,SPIBH2,-,4G-SPIBH2-18-4C,mMIMO,-23.6053,-46.675959,SP,11,SAO PAULO,724,3,-,856149,-,224,36,230,4,4,2,2,-,1800,3,1276,15M,15M,31148,439,520,S3,32T32R,No,L1800,RRU5867,FDD,,NEW,NEW 1800,SPIB82,SR-SPIB82,ITAIMBIBI,ITAIMBIBI E,A,Rooftop,,,9.8,DB0_P_A,false
4G-SPIB90,SR-SPIBI0,SPIBI0,4C-SPIB90-26-A,4G-SPIBI0-26-A,Normal,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,73591,856163,1,1,47,20,,3,1,-,-,2600,7,3150,20M,20M,31148,312,312,S1,2T2R,,L2600,RRU5301,FDD,,,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,15.2,DB0_P_A,false
4G-SPIB90,SR-SPIBI0,SPIBI0,4C-SPIB90-26-B,4G-SPIBI0-26-B,Normal,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,73591,856163,2,2,42,180,,4,1,-,-,2600,7,3150,20M,20M,31148,320,320,S2,2T2R,,L2600,RRU5301,FDD,,,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,15.2,DB0_P_A,false
4G-SPIB90,SR-SPIBI0,SPIBI0,4C-SPIB90-26-C,4G-SPIBI0-26-C,Normal,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,73591,856163,3,3,47,260,,6,1,-,-,2600,7,3150,20M,20M,31148,328,328,S3,2T2R,,L2600,RRU5301,FDD,,,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,15.2,DB0_P_A,false
4G-SPIB90,SR-SPIBI0,SPIBI0,4G-SPIB90-07-A,4G-SPIBI0-07-A,Normal,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,73591,856163,13,13,47,20,,11,1,-,-,700,28,9410,10M,10M,31148,312,312,S1,2T2R,Yes,L700,RRU5919/RRU5304w,FDD,,,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,15.2,DB3_P_A,false
4G-SPIB90,SR-SPIBI0,SPIBI0,4G-SPIB90-07-B,4G-SPIBI0-07-B,Normal,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,73591,856163,14,14,42,180,,11,1,-,-,700,28,9410,10M,10M,31148,320,320,S2,2T2R,Yes,L700,RRU5919/RRU5304w,FDD,,,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,15.2,DB3_P_A,false
4G-SPIB90,SR-SPIBI0,SPIBI0,4G-SPIB90-07-C,4G-SPIBI0-07-C,Normal,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,73591,856163,15,15,47,260,,15,1,-,-,700,28,9410,10M,10M,31148,328,328,S3,2T2R,Yes,L700,RRU5919/RRU5304w,FDD,,,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,15.2,DB3_P_A,false
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-07-IA,NB-IoT,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,43,47,20,,0,1,-,-,700,28,9362,0.2M,0.2M,41148,312,-,S1,2T2R,-,L700,,FDD,,NEW,NB-IoT (700),SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,,,
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-07-IB,NB-IoT,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,44,42,180,,0,1,-,-,700,28,9362,0.2M,0.2M,41148,320,-,S2,2T2R,-,L700,,FDD,,NEW,NB-IoT (700),SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,,,
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-07-IC,NB-IoT,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,45,47,260,,0,1,-,-,700,28,9362,0.2M,0.2M,41148,328,-,S3,2T2R,-,L700,,FDD,,NEW,NB-IoT (700),SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,,,
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-18-1I,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,61,49,20,4,4,1,1,-,1800,3,1700,10M,10M,31148,312,584,S1,32T32R,,L1800S,RRU5867,FDD,,New,NEW 1800 (PORT 2),SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,7.5,DB0_P_A,false
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-18-2I,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,62,49,20,4,4,1,1,-,1800,3,1700,10M,10M,31148,320,624,S1,32T32R,,L1800S,RRU5867,FDD,,New,NEW 1800 (PORT 2),SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,7.5,DB0_P_A,false
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-18-3I,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,63,49,20,4,4,1,1,-,1800,3,1700,10M,10M,31148,328,328,S1,32T32R,,L1800S,RRU5867,FDD,,NEW,NEW 1800 (PORT 2),SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,7.5,DB0_P_A,false
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-18-4I,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,64,49,20,4,4,1,1,-,1800,3,1700,10M,10M,31148,24,680,S1,32T32R,,L1800S,RRU5867,FDD,,NEW,NEW 1800 (PORT 2),SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,7.5,DB0_P_A,false
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-18-1J,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,66,48,180,4,4,1,1,-,1800,3,1700,10M,10M,31148,374,374,S2,32T32R,,L1800S,RRU5867,FDD,,NEW,NEW 1800 (PORT 2),SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,7.5,DB0_P_A,false
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-18-2J,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,67,48,180,4,4,1,1,-,1800,3,1700,10M,10M,31148,382,382,S2,32T32R,,L1800S,RRU5867,FDD,,NEW,NEW 1800 (PORT 2),SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,7.5,DB0_P_A,false
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-18-3J,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,68,48,180,4,4,1,1,-,1800,3,1700,10M,10M,31148,366,366,S2,32T32R,,L1800S,RRU5867,FDD,,NEW,NEW 1800 (PORT 2),SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,7.5,DB0_P_A,false
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-18-4J,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,69,48,180,4,4,1,1,-,1800,3,1700,10M,10M,31148,18,768,S2,32T32R,,L1800S,RRU5867,FDD,,NEW,NEW 1800 (PORT 2),SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,7.5,DB0_P_A,false
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-18-1K,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,71,49,260,4,4,1,1,-,1800,3,1700,10M,10M,31148,315,616,S3,32T32R,,L1800S,RRU5867,FDD,,New,NEW 1800 (PORT 2),SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,7.5,DB0_P_A,false
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-18-2K,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,72,49,260,4,4,1,1,-,1800,3,1700,10M,10M,31148,323,608,S3,32T32R,,L1800S,RRU5867,FDD,,New,NEW 1800 (PORT 2),SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,7.5,DB0_P_A,false
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-18-3K,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,73,49,260,4,4,1,1,-,1800,3,1700,10M,10M,31148,331,331,S3,32T32R,,L1800S,RRU5867,FDD,,NEW,NEW 1800 (PORT 2),SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,7.5,DB0_P_A,false
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-18-4K,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,74,49,260,4,4,1,1,-,1800,3,1700,10M,10M,31148,2,648,S3,32T32R,,L1800S,RRU5867,FDD,,NEW,NEW 1800 (PORT 2),SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,7.5,DB0_P_A,false
4G-SPIB90-2,SR-SPIBI0,SPIBI0,4G-SPIB90-21-1A,4G-SPIBI0-21-1A,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,72381,856163,191,191,49,20,4,4,1,1,-,2100,1,75,15M,15M,31148,312,720,S1,32T32R,,L2100,RRU5867,FDD,,New Min Root,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB90-2,SR-SPIBI0,SPIBI0,4G-SPIB90-21-2A,4G-SPIBI0-21-2A,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,72381,856163,192,192,49,20,4,4,1,1,-,2100,1,75,15M,15M,31148,320,704,S1,32T32R,,L2100,RRU5867,FDD,,New Min Root,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB90-2,SR-SPIBI0,SPIBI0,4G-SPIB90-21-3A,4G-SPIBI0-21-3A,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,72381,856163,193,193,49,20,4,4,1,1,-,2100,1,75,15M,15M,31148,328,328,S1,32T32R,,L2100,RRU5867,FDD,,,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,9,DB_1DOT77_P_A,false
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-21-4A,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,194,49,20,4,4,1,1,-,2100,1,75,15M,15M,31148,246,520,S1,32T32R,,L2100,RRU5867,FDD,,NEW,NEW 2100,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB90-3,SR-SPIBI0,SPIBI0,4G-SPIB90-21-1B,4G-SPIBI0-21-1B,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,72382,856163,196,196,48,180,4,4,1,1,-,2100,1,75,15M,15M,31148,374,374,S2,32T32R,,L2100,RRU5867,FDD,,,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB90-3,SR-SPIBI0,SPIBI0,4G-SPIB90-21-2B,4G-SPIBI0-21-2B,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,72382,856163,197,197,48,180,4,4,1,1,-,2100,1,75,15M,15M,31148,382,382,S2,32T32R,,L2100,RRU5867,FDD,,,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB90-3,SR-SPIBI0,SPIBI0,4G-SPIB90-21-3B,4G-SPIBI0-21-3B,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,72382,856163,198,198,48,180,4,4,1,1,-,2100,1,75,15M,15M,31148,366,366,S2,32T32R,,L2100,RRU5867,FDD,,,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,9,DB_1DOT77_P_A,false
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-21-4B,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,199,48,180,4,4,1,1,-,2100,1,75,15M,15M,31148,384,744,S2,32T32R,,L2100,RRU5867,FDD,,NEW,NEW 2100,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB90-4,SR-SPIBI0,SPIBI0,4G-SPIB90-21-1C,4G-SPIBI0-21-1C,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,72383,856163,201,201,49,260,4,4,1,1,-,2100,1,75,15M,15M,31148,315,528,S3,32T32R,,L2100,RRU5867,FDD,,New Min Root,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB90-4,SR-SPIBI0,SPIBI0,4G-SPIB90-21-2C,4G-SPIBI0-21-2C,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,72383,856163,202,202,49,260,4,4,1,1,-,2100,1,75,15M,15M,31148,323,616,S3,32T32R,,L2100,RRU5867,FDD,,New Min Root,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB90-4,SR-SPIBI0,SPIBI0,4G-SPIB90-21-3C,4G-SPIBI0-21-3C,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,72383,856163,203,203,49,260,4,4,1,1,-,2100,1,75,15M,15M,31148,331,331,S3,32T32R,,L2100,RRU5867,FDD,,,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,9,DB_1DOT77_P_A,false
-,SR-SPIBI0,SPIBI0,-,4G-SPIBI0-21-4C,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,-,856163,-,204,49,260,4,4,1,1,-,2100,1,75,15M,15M,31148,254,752,S3,32T32R,,L2100,RRU5867,FDD,,NEW,NEW 2100,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,9,DB_1DOT77_P_A,false
4G-SPIB90-2,SR-SPIBI0,SPIBI0,4G-SPIB90-18-1A,4G-SPIBI0-18-1A,mMIMO,-23.596184,-46.689065,SP,11,SAO PAULO,724,3,72381,856163,211,211,49,20,4,4,1,1,-,1800,3,1276,15M,15M,31148,312,584,S1,32T32R,,L1800,RRU5867,FDD,,New Min Root,,SPIB90,SR-SPIB90,ITAIMBIBI,ITAIMBIBI D,A,Rooftop,,,9.8,DB0_P_A,false
