Old - Site Name,Logical Site,Short Name,Old - Cell Name,Cell Name,Cell Type,Latitude,Longitude,UF,ANF,City,MCC,MNC,Old - Site ID,eNodeB ID,Old - Cell ID,Cell ID,Antenna Height (m),Azimuth,E-Tilt Existente (AAU 4G),E. Tilt,M.Tilt,M.Tilt AAU LTE,Antenna Model,Carriers (MHz),Frequency Band,DL EARFCN,DL Bandwidth (MHz),UL Bandwidth (MHz),TAC,PCI,Min Root,Sector,TXRX,"Split (by Freq, non-sectors especifications)",Frequency,RRU Model,Duplex Mode,Cloud Air Check,Change,Remark,OLD Short Name,OLD Site Name,Cluster,Sub-Cluster,Master Cluster,Infra,Ran Sharing,Setores 4G mMIMO (Main v302),RS Power,PA,PB
-,SR-SP05IM,SP05IM,-,4G-SP05IM-26-A,Normal,-23.64875,-46.718167,SP,11,SAO PAULO,724,3,-,725437,-,1,18,0,,2,0,-,-,2600,7,3150,20M,20M,31151,151,624,S1,2T2R,,L2600,RRU5527t,FDD,,,,SP059M,SR-SP059M,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO D,A,Esta��o M�vel,,,15.2,DB0_P_A,false
-,SR-SP05IM,SP05IM,-,4G-SP05IM-26-B,Normal,-23.64875,-46.718167,SP,11,SAO PAULO,724,3,-,725437,-,2,18,120,,2,0,-,-,2600,7,3150,20M,20M,31151,0,616,S2,2T2R,,L2600,RRU5527t,FDD,,,,SP059M,SR-SP059M,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO D,A,Esta��o M�vel,,,15.2,DB0_P_A,false
-,SR-SP05IM,SP05IM,-,4G-SP05IM-26-C,Normal,-23.64875,-46.718167,SP,11,SAO PAULO,724,3,-,725437,-,3,18,240,,2,0,-,-,2600,7,3150,20M,20M,31151,500,576,S3,2T2R,,L2600,RRU5527t,FDD,,,,SP059M,SR-SP059M,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO D,A,Esta��o M�vel,,,15.2,DB0_P_A,false
-,SR-SP05IM,SP05IM,-,4G-SP05IM-18-A,Normal,-23.64875,-46.718167,SP,11,SAO PAULO,724,3,-,725437,-,9,18,0,,2,0,-,-,1800,3,1276,15M,15M,31151,454,568,S1,2T2R,,L1800,RRU5527t,FDD,,,,SP059M,SR-SP059M,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO D,A,Esta��o M�vel,,,15.2,DB0_P_A,false
-,SR-SP05IM,SP05IM,-,4G-SP05IM-18-B,Normal,-23.64875,-46.718167,SP,11,SAO PAULO,724,3,-,725437,-,10,18,120,,2,0,-,-,1800,3,1276,15M,15M,31151,36,560,S2,2T2R,,L1800,RRU5527t,FDD,,,,SP059M,SR-SP059M,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO D,A,Esta��o M�vel,,,15.2,DB0_P_A,false
-,SR-SP05IM,SP05IM,-,4G-SP05IM-18-C,Normal,-23.64875,-46.718167,SP,11,SAO PAULO,724,3,-,725437,-,11,18,240,,2,0,-,-,1800,3,1276,15M,15M,31151,311,552,S3,2T2R,,L1800,RRU5527t,FDD,,,,SP059M,SR-SP059M,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO D,A,Esta��o M�vel,,,15.2,DB0_P_A,false
-,SR-SP05IM,SP05IM,-,4G-SP05IM-21-A,Normal,-23.64875,-46.718167,SP,11,SAO PAULO,724,3,-,725437,-,21,18,0,,2,0,-,-,2100,1,75,15M,15M,31151,160,632,S1,2T2R,,L2100,RRU5527t,FDD,,,,SP059M,SR-SP059M,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO D,A,Esta��o M�vel,,,15.2,DB0_P_A,false
-,SR-SP05IM,SP05IM,-,4G-SP05IM-21-B,Normal,-23.64875,-46.718167,SP,11,SAO PAULO,724,3,-,725437,-,22,18,120,,2,0,-,-,2100,1,75,15M,15M,31151,33,624,S2,2T2R,,L2100,RRU5527t,FDD,,,,SP059M,SR-SP059M,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO D,A,Esta��o M�vel,,,15.2,DB0_P_A,false
-,SR-SP05IM,SP05IM,-,4G-SP05IM-21-C,Normal,-23.64875,-46.718167,SP,11,SAO PAULO,724,3,-,725437,-,23,18,240,,2,0,-,-,2100,1,75,15M,15M,31151,41,616,S3,2T2R,,L2100,RRU5527t,FDD,,,,SP059M,SR-SP059M,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO D,A,Esta��o M�vel,,,15.2,DB0_P_A,false
-,SR-SP05IM,SP05IM,-,4G-SP05IM-18-IA,NB-IoT,-23.64875,-46.718167,SP,11,SAO PAULO,724,3,-,725437,-,39,18,0,,0,0,-,-,1800,3,1204,0.2M,0.2M,41151,454,-,S1,-,-,L1800,,FDD,,NEW,NB-IoT (1800),SP059M,SR-SP059M,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO D,A,Esta��o M�vel,,,,,
-,SR-SP05IM,SP05IM,-,4G-SP05IM-18-IB,NB-IoT,-23.64875,-46.718167,SP,11,SAO PAULO,724,3,-,725437,-,40,18,120,,0,0,-,-,1800,3,1204,0.2M,0.2M,41151,36,-,S2,-,-,L1800,,FDD,,NEW,NB-IoT (1800),SP059M,SR-SP059M,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO D,A,Esta��o M�vel,,,,,
-,SR-SP05IM,SP05IM,-,4G-SP05IM-18-IC,NB-IoT,-23.64875,-46.718167,SP,11,SAO PAULO,724,3,-,725437,-,41,18,240,,0,0,-,-,1800,3,1204,0.2M,0.2M,41151,311,-,S3,-,-,L1800,,FDD,,NEW,NB-IoT (1800),SP059M,SR-SP059M,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO D,A,Esta��o M�vel,,,,,
-,SR-SP05IM,SP05IM,-,4G-SP05IM-18-I,Normal,-23.64875,-46.718167,SP,11,SAO PAULO,724,3,-,725437,-,129,18,0,,2,0,-,-,1800,3,1700,10M,10M,31151,454,568,S1,2T2R,,L1800S,RRU5527t,FDD,,NEW,NEW 1800 (PORT 2),SP059M,SR-SP059M,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO D,A,Esta��o M�vel,,,12.2,DB0_P_A,false
-,SR-SP05IM,SP05IM,-,4G-SP05IM-18-J,Normal,-23.64875,-46.718167,SP,11,SAO PAULO,724,3,-,725437,-,130,18,120,,2,0,-,-,1800,3,1700,10M,10M,31151,36,560,S2,2T2R,,L1800S,RRU5527t,FDD,,NEW,NEW 1800 (PORT 2),SP059M,SR-SP059M,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO D,A,Esta��o M�vel,,,12.2,DB0_P_A,false
-,SR-SP05IM,SP05IM,-,4G-SP05IM-18-K,Normal,-23.64875,-46.718167,SP,11,SAO PAULO,724,3,-,725437,-,131,18,240,,2,0,-,-,1800,3,1700,10M,10M,31151,311,552,S3,2T2R,,L1800S,RRU5527t,FDD,,NEW,NEW 1800 (PORT 2),SP059M,SR-SP059M,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO D,A,Esta��o M�vel,,,12.2,DB0_P_A,false
4G-SPCB11,SR-SPCBA1,SPCBA1,4G-SPCB11-26-A,4G-SPCBA1-26-A,Normal,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,69688,725499,1,1,57,70,,6,2,-,-,2600,7,3150,20M,20M,31148,51,51,S1,2T2R,,L2600,RRU5527t,FDD,,,,SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,14.2,DB1_P_A,false
4G-SPCB11,SR-SPCBA1,SPCBA1,4G-SPCB11-26-B,4G-SPCBA1-26-B,Normal,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,69688,725499,2,2,57,160,,5,1,-,-,2600,7,3150,20M,20M,31148,59,59,S2,2T2R,,L2600,RRU5527t,FDD,,,,SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,14.2,DB1_P_A,false
4G-SPCB11,SR-SPCBA1,SPCBA1,4G-SPCB11-26-C,4G-SPCBA1-26-C,Normal,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,69688,725499,3,3,57,235,,11,0,-,-,2600,7,3150,20M,20M,31148,67,67,S3,4T4R,,L2600,RRU5527t,FDD,,,,SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,14.2,DB1_P_A,false
4G-SPCB11-2,SR-SPCBA1,SPCBA1,4G-SPCB11-18-A,4G-SPCBA1-18-A,Normal,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,66644,725499,9,9,57,70,,7,2,-,-,1800,3,1276,15M,15M,31148,51,51,S1,2T2R,,L1800,RRU5527t,FDD,,,,SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,13,DB3_P_A,false
4G-SPCB11-2,SR-SPCBA1,SPCBA1,4G-SPCB11-18-B,4G-SPCBA1-18-B,Normal,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,66644,725499,10,10,57,160,,8,1,-,-,1800,3,1276,15M,15M,31148,59,59,S2,2T2R,,L1800,RRU5527t,FDD,,,,SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,13,DB3_P_A,false
4G-SPCB11-2,SR-SPCBA1,SPCBA1,4G-SPCB11-18-C,4G-SPCBA1-18-C,Normal,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,66644,725499,11,11,57,235,,10,0,-,-,1800,3,1276,15M,15M,31148,67,67,S3,4T4R,,L1800,RRU5527t,FDD,,,,SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,13.5,DB3_P_A,false
4G-SPCB11,SR-SPCBA1,SPCBA1,4G-SPCB11-07-A,4G-SPCBA1-07-A,Normal,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,69688,725499,13,13,57,70,,15,2,-,-,700,28,9410,10M,10M,31148,51,51,S1,2T2R,Yes,L700,RRU5919/RRU5304w,FDD,,,,SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,15.2,DB3_P_A,false
4G-SPCB11,SR-SPCBA1,SPCBA1,4G-SPCB11-07-B,4G-SPCBA1-07-B,Normal,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,69688,725499,14,14,57,160,,14,1,-,-,700,28,9410,10M,10M,31148,59,59,S2,2T2R,Yes,L700,RRU5919/RRU5304w,FDD,,,,SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,15.2,DB3_P_A,false
4G-SPCB11,SR-SPCBA1,SPCBA1,4G-SPCB11-07-C,4G-SPCBA1-07-C,Normal,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,69688,725499,15,15,57,235,,15,0,-,-,700,28,9410,10M,10M,31148,67,67,S3,2T2R,Yes,L700,RRU5919/RRU5304w,FDD,,,,SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,15.2,DB3_P_A,false
4G-SPCB11-2,SR-SPCBA1,SPCBA1,4G-SPCB11-21-A,4G-SPCBA1-21-A,Normal,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,66644,725499,21,21,57,70,,7,2,-,-,2100,1,75,15M,15M,31148,51,51,S1,2T2R,,L2100,RRU5527t,FDD,,,,SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,15.5,DB1_P_A,false
4G-SPCB11-2,SR-SPCBA1,SPCBA1,4G-SPCB11-21-B,4G-SPCBA1-21-B,Normal,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,66644,725499,22,22,57,160,,8,1,-,-,2100,1,75,15M,15M,31148,59,59,S2,2T2R,,L2100,RRU5527t,FDD,,,,SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,15.5,DB1_P_A,false
4G-SPCB11-2,SR-SPCBA1,SPCBA1,4G-SPCB11-21-C,4G-SPCBA1-21-C,Normal,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,66644,725499,23,23,57,235,,8,0,-,-,2100,1,75,15M,15M,31148,67,67,S3,4T4R,,L2100,RRU5527t,FDD,,,,SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,15.5,DB1_P_A,false
-,SR-SPCBA1,SPCBA1,-,4G-SPCBA1-18-IA,NB-IoT,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,-,725499,-,39,57,70,,0,2,-,-,1800,3,1204,0.2M,0.2M,41148,51,-,S1,2T2R,-,L1800,,FDD,,NEW,NB-IoT (1800),SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,,,
-,SR-SPCBA1,SPCBA1,-,4G-SPCBA1-18-IB,NB-IoT,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,-,725499,-,40,57,160,,0,1,-,-,1800,3,1204,0.2M,0.2M,41148,59,-,S2,2T2R,-,L1800,,FDD,,NEW,NB-IoT (1800),SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,,,
-,SR-SPCBA1,SPCBA1,-,4G-SPCBA1-18-IC,NB-IoT,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,-,725499,-,41,57,235,,0,0,-,-,1800,3,1204,0.2M,0.2M,41148,67,-,S3,4T4R,-,L1800,,FDD,,NEW,NB-IoT (1800),SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,,,
-,SR-SPCBA1,SPCBA1,-,4G-SPCBA1-07-IA,NB-IoT,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,-,725499,-,43,57,70,,0,2,-,-,700,28,9362,0.2M,0.2M,41148,51,-,S1,2T2R,-,L700,,FDD,,NEW,NB-IoT (700),SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,,,
-,SR-SPCBA1,SPCBA1,-,4G-SPCBA1-07-IB,NB-IoT,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,-,725499,-,44,57,160,,0,1,-,-,700,28,9362,0.2M,0.2M,41148,59,-,S2,2T2R,-,L700,,FDD,,NEW,NB-IoT (700),SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,,,
-,SR-SPCBA1,SPCBA1,-,4G-SPCBA1-07-IC,NB-IoT,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,-,725499,-,45,57,235,,0,0,-,-,700,28,9362,0.2M,0.2M,41148,67,-,S3,2T2R,-,L700,,FDD,,NEW,NB-IoT (700),SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,,,
4G-SPCB11-2,SR-SPCBA1,SPCBA1,4G-SPCB11-18-I,4G-SPCBA1-18-I,Normal,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,66644,725499,129,129,57,70,,7,2,-,-,1800,3,1700,10M,10M,31148,51,51,S1,2T2R,,L1800S,RRU5527t,FDD,,,,SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,12.2,DB3_P_A,false
4G-SPCB11-2,SR-SPCBA1,SPCBA1,4G-SPCB11-18-J,4G-SPCBA1-18-J,Normal,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,66644,725499,130,130,57,160,,8,1,-,-,1800,3,1700,10M,10M,31148,59,59,S2,2T2R,,L1800S,RRU5527t,FDD,,,,SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,15.2,DB0_P_A,false
4G-SPCB11-2,SR-SPCBA1,SPCBA1,4G-SPCB11-18-K,4G-SPCBA1-18-K,Normal,-23.625404,-46.684165,SP,11,SAO PAULO,724,3,66644,725499,131,131,57,235,,10,0,-,-,1800,3,1700,10M,10M,31148,67,67,S3,4T4R,,L1800S,RRU5527t,FDD,,,,SPCB11,SR-SPCB11,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Rooftop,,,14.7,DB0_P_A,false
4G-SPCB12,SR-SPCBA2,SPCBA2,4C-SPCB12-26-A,4G-SPCBA2-26-A,Normal,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,70082,725466,1,1,30,85,,5,2,-,-,2600,7,3150,20M,20M,31106,145,145,S1,2T2R,,L2600,RRU5527t,FDD,,,,SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,15.2,DB0_P_A,false
4G-SPCB12,SR-SPCBA2,SPCBA2,4C-SPCB12-26-B,4G-SPCBA2-26-B,Normal,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,70082,725466,2,2,30,190,,8,2,-,-,2600,7,3150,20M,20M,31106,153,153,S2,2T2R,,L2600,RRU5527t,FDD,,,,SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,15.2,DB0_P_A,false
4G-SPCB12,SR-SPCBA2,SPCBA2,4C-SPCB12-26-C,4G-SPCBA2-26-C,Normal,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,70082,725466,3,3,30,270,,5,1,-,-,2600,7,3150,20M,20M,31106,161,161,S3,4T4R,,L2600,RRU5527t,FDD,,,,SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,15.2,DB0_P_A,false
4G-SPCB12-2,SR-SPCBA2,SPCBA2,4G-SPCB12-18-A,4G-SPCBA2-18-A,Normal,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,66181,725466,9,9,30,85,,7,2,-,-,1800,3,1276,15M,15M,31106,145,145,S1,2T2R,,L1800,RRU5527t,FDD,,,,SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,17,DB0_P_A,false
4G-SPCB12-2,SR-SPCBA2,SPCBA2,4G-SPCB12-18-B,4G-SPCBA2-18-B,Normal,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,66181,725466,10,10,30,190,,8,2,-,-,1800,3,1276,15M,15M,31106,153,153,S2,2T2R,,L1800,RRU5527t,FDD,,,,SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,17,DB0_P_A,false
4G-SPCB12-2,SR-SPCBA2,SPCBA2,4G-SPCB12-18-C,4G-SPCBA2-18-C,Normal,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,66181,725466,11,11,30,270,,6,1,-,-,1800,3,1276,15M,15M,31106,161,161,S3,4T4R,,L1800,RRU5527t,FDD,,,,SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,17,DB0_P_A,false
4G-SPCB12,SR-SPCBA2,SPCBA2,4G-SPCB12-07-A,4G-SPCBA2-07-A,Normal,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,70082,725466,13,13,30,85,,12,2,-,-,700,28,9410,10M,10M,31106,145,145,S1,2T2R,Yes,L700,RRU5919/RRU5304w,FDD,,,,SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,15.2,DB3_P_A,false
4G-SPCB12,SR-SPCBA2,SPCBA2,4G-SPCB12-07-B,4G-SPCBA2-07-B,Normal,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,70082,725466,14,14,30,190,,13,2,-,-,700,28,9410,10M,10M,31106,153,153,S2,2T2R,Yes,L700,RRU5919/RRU5304w,FDD,,,,SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,15.2,DB3_P_A,false
4G-SPCB12,SR-SPCBA2,SPCBA2,4G-SPCB12-07-C,4G-SPCBA2-07-C,Normal,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,70082,725466,15,15,30,270,,12,1,-,-,700,28,9410,10M,10M,31106,161,161,S3,2T2R,Yes,L700,RRU5919/RRU5304w,FDD,,,,SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,15.2,DB3_P_A,false
4G-SPCB12-2,SR-SPCBA2,SPCBA2,4G-SPCB12-21-A,4G-SPCBA2-21-A,Normal,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,66181,725466,21,21,30,85,,4,2,-,-,2100,1,75,15M,15M,31106,145,145,S1,2T2R,,L2100,RRU5527t,FDD,,,,SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,15.5,DB1_P_A,false
4G-SPCB12-2,SR-SPCBA2,SPCBA2,4G-SPCB12-21-B,4G-SPCBA2-21-B,Normal,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,66181,725466,22,22,30,190,,7,2,-,-,2100,1,75,15M,15M,31106,153,153,S2,2T2R,,L2100,RRU5527t,FDD,,,,SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,15.5,DB1_P_A,false
4G-SPCB12-2,SR-SPCBA2,SPCBA2,4G-SPCB12-21-C,4G-SPCBA2-21-C,Normal,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,66181,725466,23,23,30,270,,5,1,-,-,2100,1,75,15M,15M,31106,161,161,S3,4T4R,,L2100,RRU5527t,FDD,,,,SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,15.5,DB1_P_A,false
-,SR-SPCBA2,SPCBA2,-,4G-SPCBA2-18-IA,NB-IoT,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,-,725466,-,39,30,85,,0,2,-,-,1800,3,1204,0.2M,0.2M,41106,145,-,S1,2T2R,-,L1800,,FDD,,NEW,NB-IoT (1800),SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,,,
-,SR-SPCBA2,SPCBA2,-,4G-SPCBA2-18-IB,NB-IoT,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,-,725466,-,40,30,190,,0,2,-,-,1800,3,1204,0.2M,0.2M,41106,153,-,S2,2T2R,-,L1800,,FDD,,NEW,NB-IoT (1800),SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,,,
-,SR-SPCBA2,SPCBA2,-,4G-SPCBA2-18-IC,NB-IoT,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,-,725466,-,41,30,270,,0,1,-,-,1800,3,1204,0.2M,0.2M,41106,161,-,S3,4T4R,-,L1800,,FDD,,NEW,NB-IoT (1800),SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,,,
-,SR-SPCBA2,SPCBA2,-,4G-SPCBA2-07-IA,NB-IoT,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,-,725466,-,43,30,85,,0,2,-,-,700,28,9362,0.2M,0.2M,41106,145,-,S1,2T2R,-,L700,,FDD,,NEW,NB-IoT (700),SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,,,
-,SR-SPCBA2,SPCBA2,-,4G-SPCBA2-07-IB,NB-IoT,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,-,725466,-,44,30,190,,0,2,-,-,700,28,9362,0.2M,0.2M,41106,153,-,S2,2T2R,-,L700,,FDD,,NEW,NB-IoT (700),SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,,,
-,SR-SPCBA2,SPCBA2,-,4G-SPCBA2-07-IC,NB-IoT,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,-,725466,-,45,30,270,,0,1,-,-,700,28,9362,0.2M,0.2M,41106,161,-,S3,2T2R,-,L700,,FDD,,NEW,NB-IoT (700),SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,,,
4G-SPCB12-2,SR-SPCBA2,SPCBA2,4G-SPCB12-18-I,4G-SPCBA2-18-I,Normal,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,66181,725466,129,129,30,85,,7,3,-,-,1800,3,1700,10M,10M,31106,145,145,S1,2T2R,,L1800S,RRU5527t,FDD,,,,SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,18.2,DB_3_P_A,true
4G-SPCB12-2,SR-SPCBA2,SPCBA2,4G-SPCB12-18-J,4G-SPCBA2-18-J,Normal,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,66181,725466,130,130,30,190,,8,2,-,-,1800,3,1700,10M,10M,31106,153,153,S2,2T2R,,L1800S,RRU5527t,FDD,,,,SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,15.2,DB_3_P_A,true
4G-SPCB12-2,SR-SPCBA2,SPCBA2,4G-SPCB12-18-K,4G-SPCBA2-18-K,Normal,-23.639909,-46.674147,SP,11,SAO PAULO,724,3,66181,725466,131,131,30,270,,6,1,-,-,1800,3,1700,10M,10M,31106,161,161,S3,4T4R,,L1800S,RRU5527t,FDD,,,,SPCB12,SR-SPCB12,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO C,A,Rooftop,,,12.2,DB0_P_A,false
SLSPCB14,SR-SPCBA4,SPCBA4,SLSPCB14X,4G-SPCBA4-26-DA,Indoor,-23.6255,-46.660875,SP,11,SAO PAULO,724,3,69645,725429,1,1,4,0,,2,0,-,-,2600,7,3150,20M,20M,31106,265,265,S1,1T1R,,L2600,RRU5301,FDD,,,,SPCB14,SR-SPCB14,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO E,A,Indoor,,,14,DB0_P_A,false
SLSPCB14,SR-SPCBA4,SPCBA4,SLSPCB14Y,4G-SPCBA4-26-DB,Indoor,-23.6255,-46.660875,SP,11,SAO PAULO,724,3,69645,725429,2,2,4,0,,2,0,-,-,2600,7,3150,20M,20M,31106,273,273,S2,1T1R,,L2600,RRU5301,FDD,,,,SPCB14,SR-SPCB14,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO E,A,Indoor,,,14,DB0_P_A,false
SLSPCB14,SR-SPCBA4,SPCBA4,SLSPCB14Z,4G-SPCBA4-26-DC,Indoor,-23.6255,-46.660875,SP,11,SAO PAULO,724,3,69645,725429,3,3,4,0,,2,0,-,-,2600,7,3150,20M,20M,31106,281,281,S3,1T1R,,L2600,RRU5301,FDD,,,,SPCB14,SR-SPCB14,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO E,A,Indoor,,,15.2,DB0_P_A,false
