logdate,end_id,nename,enodebname,site_id,enodebid,cellname,cellid,localcellid,sector,ecgi,frequencyband,dlearfcn,dlbw,ulbw,channelid,frequency,bandname,enbclass,mocnflag,celltype,celladminstatus,cellactivestatus,cnoperator,mcc,mnc,tac,pci,rootseqindex,rspower,pa,pb,watts,cellprio,qrxlevmin,qoffsetfreq,cellspecificoffset,cellradius,txrxmode,uepowermax,nbcellflag,cellcompression,uli,enodebversion,regional,uf,anf,ibge_id,municipio,regiao_espectro,latitude,longitude,status_ngnis,status_device,servidor
2026-08-09,PRPLPR0002,SR-PPPE01,4G-PPPE01,SR-PPPE01,267324,4G-PPPE01-26-2B,162,162,2,724-04-68435106,7,3150,20.000,20.000,315020,2600,2600V,NOT_SHARED,FALSE,MASSIVE-MIMO,UNBLOCK,ACTIVE,TIM,724,4,34183,179,200,95,-3.000,1,5.000,7,-60,0.000,0.000,10000,32T32R,23,FALSE,ENHANCED COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.696584,-48.476205,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0002,SR-PPPE01,4G-PPPE01,SR-PPPE01,267324,4G-PPPE01-26-2J,167,167,2,724-04-68435111,7,2800,10.000,10.000,280010,2600,2600P,NOT_SHARED,FALSE,MASSIVE-MIMO,UNBLOCK,ACTIVE,TIM,724,4,34183,72,712,95,-3.000,1,3.000,7,-60,0.000,0.000,10000,32T32R,23,FALSE,ENHANCED COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.696584,-48.476205,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0002,SR-PPPE01,4G-PPPE01,SR-PPPE01,267324,4G-PPPE01-26-3B,163,163,2,724-04-68435107,7,3150,20.000,20.000,315020,2600,2600V,NOT_SHARED,FALSE,MASSIVE-MIMO,UNBLOCK,ACTIVE,TIM,724,4,34183,79,760,95,-3.000,1,5.000,7,-60,0.000,0.000,10000,32T32R,23,FALSE,ENHANCED COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.696584,-48.476205,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0002,SR-PPPE01,4G-PPPE01,SR-PPPE01,267324,4G-PPPE01-26-3J,168,168,2,724-04-68435112,7,2800,10.000,10.000,280010,2600,2600P,NOT_SHARED,FALSE,MASSIVE-MIMO,UNBLOCK,ACTIVE,TIM,724,4,34183,73,738,95,-3.000,1,3.000,7,-60,0.000,0.000,10000,32T32R,23,FALSE,ENHANCED COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.696584,-48.476205,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0002,SR-PPPE01,4G-PPPE01,SR-PPPE01,267324,4G-PPPE01-26-4B,164,164,2,724-04-68435108,7,3150,20.000,20.000,315020,2600,2600V,NOT_SHARED,FALSE,MASSIVE-MIMO,UNBLOCK,ACTIVE,TIM,724,4,34183,495,49,95,-3.000,1,5.000,7,-60,0.000,0.000,10000,32T32R,23,FALSE,ENHANCED COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.696584,-48.476205,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0002,SR-PPPE01,4G-PPPE01,SR-PPPE01,267324,4G-PPPE01-26-4J,169,169,2,724-04-68435113,7,2800,10.000,10.000,280010,2600,2600P,NOT_SHARED,FALSE,MASSIVE-MIMO,UNBLOCK,ACTIVE,TIM,724,4,34183,74,360,95,-3.000,1,3.000,7,-60,0.000,0.000,10000,32T32R,23,FALSE,ENHANCED COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.696584,-48.476205,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0002,SR-PPPE01,4G-PPPE01,SR-PPPE01,267324,4G-PPPE01-26-A,1,1,1,724-04-68434945,7,3150,20.000,20.000,315020,2600,2600V,NOT_SHARED,FALSE,MIMO 2x2/MULTIBEAM,UNBLOCK,ACTIVE,TIM,724,4,34183,330,0,152,0.000,0,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.696584,-48.476205,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0002,SR-PPPE01,4G-PPPE01,SR-PPPE01,267324,4G-PPPE01-26-C,3,3,3,724-04-68434947,7,3150,20.000,20.000,315020,2600,2600V,NOT_SHARED,FALSE,MIMO 2x2/MULTIBEAM,UNBLOCK,ACTIVE,TIM,724,4,34183,76,672,152,0.000,0,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.696584,-48.476205,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0002,SR-PPPE01,4G-PPPE01,SR-PPPE01,267324,4G-PPPE01-26-I,121,121,1,724-04-68435065,7,2800,10.000,10.000,280010,2600,2600P,NOT_SHARED,FALSE,MIMO 2x2/MULTIBEAM,UNBLOCK,ACTIVE,TIM,724,4,34183,358,704,182,-3.000,1,20.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.696584,-48.476205,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0002,SR-PPPE01,4G-PPPE01,SR-PPPE01,267324,4G-PPPE01-26-K,123,123,3,724-04-68435067,7,2800,10.000,10.000,280010,2600,2600P,NOT_SHARED,FALSE,MIMO 2x2/MULTIBEAM,UNBLOCK,ACTIVE,TIM,724,4,34183,497,256,182,-3.000,1,20.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.696584,-48.476205,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-07-A,13,13,1,724-04-68434189,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,372,208,169,1.000,0,37.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-07-B,14,14,2,724-04-68434190,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,373,648,169,1.000,0,37.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-07-C,15,15,3,724-04-68434191,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,374,656,169,1.000,0,37.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-07-IA,43,43,1,724-04-68434219,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44183,372,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-07-IB,44,44,2,724-04-68434220,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44183,373,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-07-IC,45,45,3,724-04-68434221,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44183,374,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-18-A,9,9,1,724-04-68434185,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,NC-IoT/MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,34183,302,784,181,-3.000,1,39.000,7,-60,0.000,0.000,10000,4T4R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-18-B,10,10,2,724-04-68434186,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,NC-IoT/MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,34183,300,816,181,-3.000,1,39.000,7,-60,0.000,0.000,10000,4T4R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-18-C,11,11,3,724-04-68434187,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,NC-IoT/MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,34183,301,824,181,-3.000,1,39.000,7,-60,0.000,0.000,10000,4T4R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-18-I,129,129,1,724-04-68434305,3,1600,5.000,5.000,16005,1800,1800E,NOT_SHARED,FALSE,MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,34183,302,784,181,-1.770,1,13.000,7,-60,0.000,0.000,10000,4T4R,23,FALSE,NORMAL COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-18-IA,39,39,1,724-04-68434215,3,1352,0.200,0.200,135202,1800,1800ES,NOT_SHARED,FALSE,NB-IoT/MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,44183,302,,225,-3.000,1,1.000,7,-68,0.000,0.000,,4T4R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-18-IB,40,40,2,724-04-68434216,3,1352,0.200,0.200,135202,1800,1800ES,NOT_SHARED,FALSE,NB-IoT/MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,44183,300,,225,-3.000,1,1.000,7,-68,0.000,0.000,,4T4R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-18-IC,41,41,3,724-04-68434217,3,1352,0.200,0.200,135202,1800,1800ES,NOT_SHARED,FALSE,NB-IoT/MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,44183,301,,225,-3.000,1,1.000,7,-68,0.000,0.000,,4T4R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-18-J,130,130,2,724-04-68434306,3,1600,5.000,5.000,16005,1800,1800E,NOT_SHARED,FALSE,MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,34183,300,816,181,-1.770,1,13.000,7,-60,0.000,0.000,10000,4T4R,23,FALSE,NORMAL COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-18-K,131,131,3,724-04-68434307,3,1600,5.000,5.000,16005,1800,1800E,NOT_SHARED,FALSE,MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,34183,301,824,181,-1.770,1,13.000,7,-60,0.000,0.000,10000,4T4R,23,FALSE,NORMAL COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-21-A,21,21,1,724-04-68434197,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,34183,195,0,182,0.000,0,40.000,7,-60,0.000,0.000,10000,4T4R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-21-B,22,22,2,724-04-68434198,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,34183,196,32,182,0.000,0,40.000,7,-60,0.000,0.000,10000,4T4R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-21-C,23,23,3,724-04-68434199,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,34183,197,64,182,0.000,0,40.000,7,-60,0.000,0.000,10000,4T4R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-26-A,1,1,1,724-04-68434177,7,3150,20.000,20.000,315020,2600,2600V,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,191,184,165,-1.770,0,36.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-26-B,2,2,2,724-04-68434178,7,3150,20.000,20.000,315020,2600,2600V,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,216,160,165,-1.770,0,36.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-26-C,3,3,3,724-04-68434179,7,3150,20.000,20.000,315020,2600,2600V,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,190,148,165,-1.770,0,36.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-26-I,121,121,1,724-04-68434297,7,2800,10.000,10.000,280010,2600,2600P,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,204,216,165,-1.770,0,18.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-26-J,122,122,2,724-04-68434298,7,2800,10.000,10.000,280010,2600,2600P,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,205,624,165,-1.770,0,18.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0001,SR-PPPO01,4G-PPPO01,SR-PPPO01,267321,4G-PPPO01-26-K,123,123,3,724-04-68434299,7,2800,10.000,10.000,280010,2600,2600P,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,206,424,165,-1.770,0,18.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.580284,-48.358932,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0005,SR-PPSH01,4G-PPSH01,SR-PPSH01,267323,4G-PPSH01-07-A,13,13,1,724-04-68434701,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,215,576,169,1.000,0,37.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.626118,-48.424291,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0005,SR-PPSH01,4G-PPSH01,SR-PPSH01,267323,4G-PPSH01-07-B,14,14,2,724-04-68434702,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,213,584,169,1.000,0,37.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.626118,-48.424291,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0005,SR-PPSH01,4G-PPSH01,SR-PPSH01,267323,4G-PPSH01-07-C,15,15,3,724-04-68434703,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,214,528,169,1.000,0,37.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.626118,-48.424291,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0005,SR-PPSH01,4G-PPSH01,SR-PPSH01,267323,4G-PPSH01-07-IA,43,43,1,724-04-68434731,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44183,215,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.626118,-48.424291,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0005,SR-PPSH01,4G-PPSH01,SR-PPSH01,267323,4G-PPSH01-07-IB,44,44,2,724-04-68434732,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44183,213,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.626118,-48.424291,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0005,SR-PPSH01,4G-PPSH01,SR-PPSH01,267323,4G-PPSH01-07-IC,45,45,3,724-04-68434733,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44183,214,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.626118,-48.424291,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0005,SR-PPSH01,4G-PPSH01,SR-PPSH01,267323,4G-PPSH01-18-I,129,129,1,724-04-68434817,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,492,776,182,-3.000,1,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.626118,-48.424291,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0005,SR-PPSH01,4G-PPSH01,SR-PPSH01,267323,4G-PPSH01-18-J,130,130,2,724-04-68434818,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,493,184,182,-3.000,1,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.626118,-48.424291,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0005,SR-PPSH01,4G-PPSH01,SR-PPSH01,267323,4G-PPSH01-18-K,131,131,3,724-04-68434819,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,494,352,182,-3.000,1,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.626118,-48.424291,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0005,SR-PPSH01,4G-PPSH01,SR-PPSH01,267323,4G-PPSH01-26-A,1,1,1,724-04-68434689,7,3150,20.000,20.000,315020,2600,2600V,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,410,722,165,-1.770,0,36.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.626118,-48.424291,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0005,SR-PPSH01,4G-PPSH01,SR-PPSH01,267323,4G-PPSH01-26-B,2,2,2,724-04-68434690,7,3150,20.000,20.000,315020,2600,2600V,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,81,782,165,-1.770,0,36.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.626118,-48.424291,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0005,SR-PPSH01,4G-PPSH01,SR-PPSH01,267323,4G-PPSH01-26-C,3,3,3,724-04-68434691,7,3150,20.000,20.000,315020,2600,2600V,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,409,104,165,-1.770,0,36.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.626118,-48.424291,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRPLPR0005,SR-PPSH01,4G-PPSH01,SR-PPSH01,267323,4G-PPSH01-26-I,121,121,1,724-04-68434809,7,2800,10.000,10.000,280010,2600,2600P,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34183,150,240,165,-1.770,0,18.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,411995,PONTAL DO PARANA,PR/SC,-25.626118,-48.424291,IN SERVICE,IN SERVICE,10.220.30.9
