logdate,end_id,nename,enodebname,site_id,enodebid,cellname,cellid,localcellid,sector,ecgi,frequencyband,dlearfcn,dlbw,ulbw,channelid,frequency,bandname,enbclass,mocnflag,celltype,celladminstatus,cellactivestatus,cnoperator,mcc,mnc,tac,pci,rootseqindex,rspower,pa,pb,watts,cellprio,qrxlevmin,qoffsetfreq,cellspecificoffset,cellradius,txrxmode,uepowermax,nbcellflag,cellcompression,uli,enodebversion,regional,uf,anf,ibge_id,municipio,regiao_espectro,latitude,longitude,status_ngnis,status_device,servidor
2026-08-09,PRADP_0002,SR-ADNS01,4G-ADNS01,SR-ADNS01,267680,4G-ADNS01-07-A,13,13,1,724-04-68526093,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34180,227,88,181,1.000,0,49.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.656333,-48.993611,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0002,SR-ADNS01,4G-ADNS01,SR-ADNS01,267680,4G-ADNS01-07-B,14,14,2,724-04-68526094,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34180,226,160,181,1.000,0,49.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.656333,-48.993611,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0002,SR-ADNS01,4G-ADNS01,SR-ADNS01,267680,4G-ADNS01-07-C,15,15,3,724-04-68526095,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34180,225,640,181,1.000,0,49.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.656333,-48.993611,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0002,SR-ADNS01,4G-ADNS01,SR-ADNS01,267680,4G-ADNS01-07-IA,43,43,1,724-04-68526123,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44180,227,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.656333,-48.993611,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0002,SR-ADNS01,4G-ADNS01,SR-ADNS01,267680,4G-ADNS01-07-IB,44,44,2,724-04-68526124,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44180,226,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.656333,-48.993611,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0002,SR-ADNS01,4G-ADNS01,SR-ADNS01,267680,4G-ADNS01-07-IC,45,45,3,724-04-68526125,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44180,225,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.656333,-48.993611,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0018,SR-ADNS02,4G-ADNS02,SR-ADNS02,267337,4G-ADNS02-07-A,13,13,1,724-04-68438285,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34197,26,256,211,-3.000,1,39.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.884568,-49.072545,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0018,SR-ADNS02,4G-ADNS02,SR-ADNS02,267337,4G-ADNS02-07-B,14,14,2,724-04-68438286,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34197,25,288,211,-3.000,1,39.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.884568,-49.072545,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0018,SR-ADNS02,4G-ADNS02,SR-ADNS02,267337,4G-ADNS02-07-C,15,15,3,724-04-68438287,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34197,24,376,211,-3.000,1,39.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.884568,-49.072545,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0018,SR-ADNS02,4G-ADNS02,SR-ADNS02,267337,4G-ADNS02-07-IA,43,43,1,724-04-68438315,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44197,26,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.884568,-49.072545,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0018,SR-ADNS02,4G-ADNS02,SR-ADNS02,267337,4G-ADNS02-07-IB,44,44,2,724-04-68438316,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44197,25,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.884568,-49.072545,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0018,SR-ADNS02,4G-ADNS02,SR-ADNS02,267337,4G-ADNS02-07-IC,45,45,3,724-04-68438317,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44197,24,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.884568,-49.072545,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0019,SR-ADNS03,4G-ADNS03,SR-ADNS03,270310,4G-ADNS03-07-A,13,13,1,724-04-69199373,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34197,19,209,211,-3.000,1,39.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.808847,-49.041585,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0019,SR-ADNS03,4G-ADNS03,SR-ADNS03,270310,4G-ADNS03-07-B,14,14,2,724-04-69199374,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34197,20,328,211,-3.000,1,39.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.808847,-49.041585,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0019,SR-ADNS03,4G-ADNS03,SR-ADNS03,270310,4G-ADNS03-07-C,15,15,3,724-04-69199375,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34197,18,360,211,-3.000,1,39.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.808847,-49.041585,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0019,SR-ADNS03,4G-ADNS03,SR-ADNS03,270310,4G-ADNS03-07-IA,43,43,1,724-04-69199403,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44197,19,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.808847,-49.041585,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0019,SR-ADNS03,4G-ADNS03,SR-ADNS03,270310,4G-ADNS03-07-IB,44,44,2,724-04-69199404,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44197,20,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.808847,-49.041585,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0019,SR-ADNS03,4G-ADNS03,SR-ADNS03,270310,4G-ADNS03-07-IC,45,45,3,724-04-69199405,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44197,18,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.808847,-49.041585,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0020,SR-ADNS04,4G-ADNS04,SR-ADNS04,267336,4G-ADNS04-07-A,13,13,1,724-04-68438029,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34199,80,232,181,2.000,0,61.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.683516,-48.816773,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0020,SR-ADNS04,4G-ADNS04,SR-ADNS04,267336,4G-ADNS04-07-B,14,14,2,724-04-68438030,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34199,78,408,181,2.000,0,61.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.683516,-48.816773,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0020,SR-ADNS04,4G-ADNS04,SR-ADNS04,267336,4G-ADNS04-07-C,15,15,3,724-04-68438031,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34199,79,568,181,2.000,0,61.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.683516,-48.816773,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0020,SR-ADNS04,4G-ADNS04,SR-ADNS04,267336,4G-ADNS04-07-IA,43,43,1,724-04-68438059,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44199,80,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.683516,-48.816773,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0020,SR-ADNS04,4G-ADNS04,SR-ADNS04,267336,4G-ADNS04-07-IB,44,44,2,724-04-68438060,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44199,78,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.683516,-48.816773,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADP_0020,SR-ADNS04,4G-ADNS04,SR-ADNS04,267336,4G-ADNS04-07-IC,45,45,3,724-04-68438061,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44199,79,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.683516,-48.816773,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-08,PRADP_0017,SR-ADNS05,4G-ADNS05,SR-ADNS05,267692,4G-ADNS05-07-A,13,13,1,724-04-68529165,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34107,113,792,181,0.000,0,39.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.692471,-48.940004,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-08,PRADP_0017,SR-ADNS05,4G-ADNS05,SR-ADNS05,267692,4G-ADNS05-07-B,14,14,2,724-04-68529166,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34107,112,272,181,0.000,0,39.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.692471,-48.940004,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-08,PRADP_0017,SR-ADNS05,4G-ADNS05,SR-ADNS05,267692,4G-ADNS05-07-C,15,15,3,724-04-68529167,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34107,111,304,181,0.000,0,39.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.692471,-48.940004,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-08,PRADP_0017,SR-ADNS05,4G-ADNS05,SR-ADNS05,267692,4G-ADNS05-07-IA,43,43,1,724-04-68529195,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44107,113,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.692471,-48.940004,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-08,PRADP_0017,SR-ADNS05,4G-ADNS05,SR-ADNS05,267692,4G-ADNS05-07-IB,44,44,2,724-04-68529196,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44107,112,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.692471,-48.940004,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-08,PRADP_0017,SR-ADNS05,4G-ADNS05,SR-ADNS05,267692,4G-ADNS05-07-IC,45,45,3,724-04-68529197,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44107,111,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410020,ADRIANOPOLIS,PR/SC,-24.692471,-48.940004,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-07-A,13,13,1,724-04-69196813,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,CLOUD-AIR/NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34107,443,656,178,2.000,0,57.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-07-B,14,14,2,724-04-69196814,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,CLOUD-AIR/NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34107,442,608,178,2.000,0,57.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-07-C,15,15,3,724-04-69196815,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,CLOUD-AIR/NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34107,441,760,178,2.000,0,57.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-07-IA,43,43,1,724-04-69196843,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44181,443,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-07-IB,44,44,2,724-04-69196844,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44181,442,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-07-IC,45,45,3,724-04-69196845,28,9362,0.200,0.200,936202,700,700T,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44181,441,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-08-A,17,17,1,724-04-69196817,5,2475,5.000,5.000,24755,850,850A,NOT_SHARED,FALSE,CLOUD-AIR/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34107,176,480,181,3.000,1,39.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-08-B,18,18,2,724-04-69196818,5,2475,5.000,5.000,24755,850,850A,NOT_SHARED,FALSE,CLOUD-AIR/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34107,175,448,182,3.000,1,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-08-C,19,19,3,724-04-69196819,5,2475,5.000,5.000,24755,850,850A,NOT_SHARED,FALSE,CLOUD-AIR/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34107,174,256,182,3.000,1,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-08-IA,47,47,1,724-04-69196847,5,2457,0.200,0.200,245702,850,850A,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44181,176,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-18-A,9,9,1,724-04-69196809,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,CLOUD-AIR/MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,34107,308,488,181,-3.000,1,39.000,7,-60,0.000,0.000,10000,4T4R,23,FALSE,ENHANCED COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-18-B,10,10,2,724-04-69196810,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,CLOUD-AIR/MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,34107,306,752,181,-3.000,1,39.000,7,-60,0.000,0.000,10000,4T4R,23,FALSE,ENHANCED COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-18-C,11,11,3,724-04-69196811,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,CLOUD-AIR/MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,34107,307,248,181,-3.000,1,39.000,7,-60,0.000,0.000,10000,4T4R,23,FALSE,ENHANCED COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-18-I,129,129,1,724-04-69196929,3,1600,10.000,10.000,160010,1800,1800E,NOT_SHARED,FALSE,CLOUD-AIR/MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,34107,308,488,181,0.000,0,39.000,7,-60,0.000,0.000,10000,4T4R,23,FALSE,NORMAL COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-18-J,130,130,2,724-04-69196930,3,1600,10.000,10.000,160010,1800,1800E,NOT_SHARED,FALSE,CLOUD-AIR/MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,34107,306,752,181,0.000,0,39.000,7,-60,0.000,0.000,10000,4T4R,23,FALSE,NORMAL COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0001,SR-ADUX01,4G-ADUX01,SR-ADUX01,270300,4G-ADUX01-18-K,131,131,3,724-04-69196931,3,1600,10.000,10.000,160010,1800,1800E,NOT_SHARED,FALSE,CLOUD-AIR/MIMO 4x4,UNBLOCK,ACTIVE,TIM,724,4,34107,307,248,181,0.000,0,39.000,7,-60,0.000,0.000,10000,4T4R,23,FALSE,NORMAL COMPRESSION,OFF,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-26.007425,-49.323082,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRADU_0166,SR-ADUX02,4G-ADUX02,SR-ADUX02,268805,4G-ADUX02-07-A,13,13,1,724-04-68814093,28,9410,10.000,10.000,941010,700,700T,NOT_SHARED,FALSE,CLOUD-AIR/NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34181,90,520,178,2.000,0,57.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS5900 V100R020C10SPC270,TSL,PR,41,410030,AGUDOS DO SUL,PR/SC,-25.990361,-49.334639,IN SERVICE,IN SERVICE,10.220.30.9
