csn,alarm_id,alarm_name,severity,cleared,acked,source,product,ip,ne_dn,cell_name,enodeb_id,gnodeb_id,location,occur_time,arrive_time,moi,additional_info
406658018,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-18-4I,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:31,2026-06-24 15:24:00,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=64, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-18-4I, eNodeB ID=725342, Cell ID=64, Specific Problem=Insufficient CPRI bandwidth","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406658019,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-18-1K,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:31,2026-06-24 15:24:00,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=71, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-18-1K, eNodeB ID=725342, Cell ID=71, Specific Problem=Insufficient CPRI bandwidth","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406658020,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-18-2K,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:31,2026-06-24 15:24:00,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=72, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-18-2K, eNodeB ID=725342, Cell ID=72, Specific Problem=Insufficient CPRI bandwidth","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406658021,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-18-3K,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:31,2026-06-24 15:24:00,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=73, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-18-3K, eNodeB ID=725342, Cell ID=73, Specific Problem=Insufficient CPRI bandwidth","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406658022,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-18-4K,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:31,2026-06-24 15:24:00,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=74, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-18-4K, eNodeB ID=725342, Cell ID=74, Specific Problem=Insufficient CPRI bandwidth","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406658028,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-18-2B,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:33,2026-06-24 15:24:02,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=217, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-18-2B, eNodeB ID=725342, Cell ID=217, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406658029,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-18-3B,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:33,2026-06-24 15:24:02,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=218, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-18-3B, eNodeB ID=725342, Cell ID=218, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406658030,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-21-3B,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:33,2026-06-24 15:24:02,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=198, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-21-3B, eNodeB ID=725342, Cell ID=198, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406658031,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-21-4B,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:33,2026-06-24 15:24:02,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=199, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-21-4B, eNodeB ID=725342, Cell ID=199, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406658032,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-18-1B,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:33,2026-06-24 15:24:02,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=216, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-18-1B, eNodeB ID=725342, Cell ID=216, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406658033,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-21-2B,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:33,2026-06-24 15:24:02,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=197, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-21-2B, eNodeB ID=725342, Cell ID=197, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406658013,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-18-2J,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:30,2026-06-24 15:23:59,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=67, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-18-2J, eNodeB ID=725342, Cell ID=67, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406658014,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-18-3J,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:30,2026-06-24 15:23:59,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=68, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-18-3J, eNodeB ID=725342, Cell ID=68, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406658015,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-18-4J,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:30,2026-06-24 15:23:59,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=69, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-18-4J, eNodeB ID=725342, Cell ID=69, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406658016,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-21-1B,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:30,2026-06-24 15:23:59,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=196, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-21-1B, eNodeB ID=725342, Cell ID=196, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406658017,29240,Cell Unavailable,Major,0,0,SR-SPCRJ5,BTS5900,10.238.165.33,NE=3908,4G-SPCRJ5-18-1J,725342,1773918,ROOT/TSP/SRAN/SP/SAO PAULO/CAPAOREDONDO_SAOLUIZ,2026-06-24 15:22:30,2026-06-24 15:23:59,"eNodeB Function Name=4G-SPCRJ5, Local Cell ID=66, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-SPCRJ5-18-1J, eNodeB ID=725342, Cell ID=66, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=725342, gNodeBId=1773918"
406657474,29240,Cell Unavailable,Major,0,0,SR-GRSMJ1,BTS5900,10.238.134.241,NE=1827,4G-GRSMJ1-21-4A,856537,1905113,ROOT/TSP/SRAN/SP/GUARULHOS,2026-06-24 15:21:35,2026-06-24 15:23:05,"eNodeB Function Name=4G-GRSMJ1, Local Cell ID=194, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-GRSMJ1-21-4A, eNodeB ID=856537, Cell ID=194, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=856537, gNodeBId=1905113"
406657475,29240,Cell Unavailable,Major,0,0,SR-GRSMJ1,BTS5900,10.238.134.241,NE=1827,4G-GRSMJ1-21-B,856537,1905113,ROOT/TSP/SRAN/SP/GUARULHOS,2026-06-24 15:21:36,2026-06-24 15:23:06,"eNodeB Function Name=4G-GRSMJ1, Local Cell ID=22, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-GRSMJ1-21-B, eNodeB ID=856537, Cell ID=22, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=856537, gNodeBId=1905113"
406657476,29240,Cell Unavailable,Major,0,0,SR-GRSMJ1,BTS5900,10.238.134.241,NE=1827,4G-GRSMJ1-21-C,856537,1905113,ROOT/TSP/SRAN/SP/GUARULHOS,2026-06-24 15:21:36,2026-06-24 15:23:06,"eNodeB Function Name=4G-GRSMJ1, Local Cell ID=23, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-GRSMJ1-21-C, eNodeB ID=856537, Cell ID=23, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=856537, gNodeBId=1905113"
406657463,29240,Cell Unavailable,Major,0,0,SR-GRSMJ1,BTS5900,10.238.134.241,NE=1827,4G-GRSMJ1-21-2A,856537,1905113,ROOT/TSP/SRAN/SP/GUARULHOS,2026-06-24 15:21:31,2026-06-24 15:23:01,"eNodeB Function Name=4G-GRSMJ1, Local Cell ID=192, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-GRSMJ1-21-2A, eNodeB ID=856537, Cell ID=192, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=856537, gNodeBId=1905113"
406657468,29240,Cell Unavailable,Major,0,0,SR-GRSMJ1,BTS5900,10.238.134.241,NE=1827,4G-GRSMJ1-21-3A,856537,1905113,ROOT/TSP/SRAN/SP/GUARULHOS,2026-06-24 15:21:33,2026-06-24 15:23:03,"eNodeB Function Name=4G-GRSMJ1, Local Cell ID=193, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-GRSMJ1-21-3A, eNodeB ID=856537, Cell ID=193, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=856537, gNodeBId=1905113"
406657442,29240,Cell Unavailable,Major,0,0,SR-GRSMJ1,BTS5900,10.238.134.241,NE=1827,4G-GRSMJ1-21-1A,856537,1905113,ROOT/TSP/SRAN/SP/GUARULHOS,2026-06-24 15:21:29,2026-06-24 15:22:59,"eNodeB Function Name=4G-GRSMJ1, Local Cell ID=191, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-GRSMJ1-21-1A, eNodeB ID=856537, Cell ID=191, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=856537, gNodeBId=1905113"
406657432,29240,Cell Unavailable,Major,0,0,SR-GRSMJ1,BTS5900,10.238.134.241,NE=1827,4G-GRSMJ1-18-4I,856537,1905113,ROOT/TSP/SRAN/SP/GUARULHOS,2026-06-24 15:21:26,2026-06-24 15:22:56,"eNodeB Function Name=4G-GRSMJ1, Local Cell ID=64, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-GRSMJ1-18-4I, eNodeB ID=856537, Cell ID=64, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=856537, gNodeBId=1905113"
406657434,29240,Cell Unavailable,Major,0,0,SR-GRSMJ1,BTS5900,10.238.134.241,NE=1827,4G-GRSMJ1-18-B,856537,1905113,ROOT/TSP/SRAN/SP/GUARULHOS,2026-06-24 15:21:27,2026-06-24 15:22:57,"eNodeB Function Name=4G-GRSMJ1, Local Cell ID=10, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-GRSMJ1-18-B, eNodeB ID=856537, Cell ID=10, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=856537, gNodeBId=1905113"
406657435,29240,Cell Unavailable,Major,0,0,SR-GRSMJ1,BTS5900,10.238.134.241,NE=1827,4G-GRSMJ1-18-C,856537,1905113,ROOT/TSP/SRAN/SP/GUARULHOS,2026-06-24 15:21:27,2026-06-24 15:22:57,"eNodeB Function Name=4G-GRSMJ1, Local Cell ID=11, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-GRSMJ1-18-C, eNodeB ID=856537, Cell ID=11, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=856537, gNodeBId=1905113"
406657333,29240,Cell Unavailable,Major,0,0,SR-GRSMJ1,BTS5900,10.238.134.241,NE=1827,4G-GRSMJ1-18-3I,856537,1905113,ROOT/TSP/SRAN/SP/GUARULHOS,2026-06-24 15:21:22,2026-06-24 15:22:52,"eNodeB Function Name=4G-GRSMJ1, Local Cell ID=63, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-GRSMJ1-18-3I, eNodeB ID=856537, Cell ID=63, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=856537, gNodeBId=1905113"
406657369,29240,Cell Unavailable,Major,0,0,SR-GRSMJ1,BTS5900,10.238.134.241,NE=1827,4G-GRSMJ1-18-4A,856537,1905113,ROOT/TSP/SRAN/SP/GUARULHOS,2026-06-24 15:21:23,2026-06-24 15:22:53,"eNodeB Function Name=4G-GRSMJ1, Local Cell ID=214, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-GRSMJ1-18-4A, eNodeB ID=856537, Cell ID=214, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=856537, gNodeBId=1905113"
406657262,29240,Cell Unavailable,Major,0,0,SR-GRSMJ1,BTS5900,10.238.134.241,NE=1827,4G-GRSMJ1-18-3A,856537,1905113,ROOT/TSP/SRAN/SP/GUARULHOS,2026-06-24 15:21:20,2026-06-24 15:22:50,"eNodeB Function Name=4G-GRSMJ1, Local Cell ID=213, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-GRSMJ1-18-3A, eNodeB ID=856537, Cell ID=213, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=856537, gNodeBId=1905113"
406657169,29240,Cell Unavailable,Major,0,0,SR-GRSMJ1,BTS5900,10.238.134.241,NE=1827,4G-GRSMJ1-18-2A,856537,1905113,ROOT/TSP/SRAN/SP/GUARULHOS,2026-06-24 15:21:16,2026-06-24 15:22:46,"eNodeB Function Name=4G-GRSMJ1, Local Cell ID=212, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-GRSMJ1-18-2A, eNodeB ID=856537, Cell ID=212, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=856537, gNodeBId=1905113"
406657176,29240,Cell Unavailable,Major,0,0,SR-GRSMJ1,BTS5900,10.238.134.241,NE=1827,4G-GRSMJ1-18-2I,856537,1905113,ROOT/TSP/SRAN/SP/GUARULHOS,2026-06-24 15:21:17,2026-06-24 15:22:47,"eNodeB Function Name=4G-GRSMJ1, Local Cell ID=62, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-GRSMJ1-18-2I, eNodeB ID=856537, Cell ID=62, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=856537, gNodeBId=1905113"
406657120,29240,Cell Unavailable,Major,0,0,SR-GRSMJ1,BTS5900,10.238.134.241,NE=1827,4G-GRSMJ1-18-1I,856537,1905113,ROOT/TSP/SRAN/SP/GUARULHOS,2026-06-24 15:21:14,2026-06-24 15:22:44,"eNodeB Function Name=4G-GRSMJ1, Local Cell ID=61, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-GRSMJ1-18-1I, eNodeB ID=856537, Cell ID=61, Specific Problem=RF module abnormal","RAT_INFO=L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=856537, gNodeBId=1905113"
406621901,29240,Cell Unavailable,Major,0,0,SR-DDJNJ1,BTS5900,10.122.117.177,NE=311,4G-DDJNJ1-18-C,922082,1970658,ROOT/TSP/SRAN/SP/DIADEMA,2026-06-24 14:57:05,2026-06-24 14:58:35,"eNodeB Function Name=4G-DDJNJ1, Local Cell ID=11, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-DDJNJ1-18-C, eNodeB ID=922082, Cell ID=11, Specific Problem=RF module abnormal","RAT_INFO=G-L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=922082, gNodeBId=1970658"
406621902,29240,Cell Unavailable,Major,0,0,SR-DDJNJ1,BTS5900,10.122.117.177,NE=311,4G-DDJNJ1-26-C,922082,1970658,ROOT/TSP/SRAN/SP/DIADEMA,2026-06-24 14:57:05,2026-06-24 14:58:35,"eNodeB Function Name=4G-DDJNJ1, Local Cell ID=3, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-DDJNJ1-26-C, eNodeB ID=922082, Cell ID=3, Specific Problem=RF module abnormal","RAT_INFO=G-L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=922082, gNodeBId=1970658"
406621650,29240,Cell Unavailable,Major,0,0,SR-DDJNJ1,BTS5900,10.122.117.177,NE=311,4G-DDJNJ1-18-IC,922082,1970658,ROOT/TSP/SRAN/SP/DIADEMA,2026-06-24 14:57:02,2026-06-24 14:58:32,"eNodeB Function Name=4G-DDJNJ1, Local Cell ID=41, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=TRUE, Cell Name=4G-DDJNJ1-18-IC, eNodeB ID=922082, Cell ID=41, Specific Problem=RF module abnormal","RAT_INFO=G-L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=922082, gNodeBId=1970658"
406621651,29240,Cell Unavailable,Major,0,0,SR-DDJNJ1,BTS5900,10.122.117.177,NE=311,4G-DDJNJ1-18-K,922082,1970658,ROOT/TSP/SRAN/SP/DIADEMA,2026-06-24 14:57:02,2026-06-24 14:58:32,"eNodeB Function Name=4G-DDJNJ1, Local Cell ID=131, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-DDJNJ1-18-K, eNodeB ID=922082, Cell ID=131, Specific Problem=RF module abnormal","RAT_INFO=G-L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=922082, gNodeBId=1970658"
406621652,29240,Cell Unavailable,Major,0,0,SR-DDJNJ1,BTS5900,10.122.117.177,NE=311,4G-DDJNJ1-21-C,922082,1970658,ROOT/TSP/SRAN/SP/DIADEMA,2026-06-24 14:57:02,2026-06-24 14:58:32,"eNodeB Function Name=4G-DDJNJ1, Local Cell ID=23, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-DDJNJ1-21-C, eNodeB ID=922082, Cell ID=23, Specific Problem=RF module abnormal","RAT_INFO=G-L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=922082, gNodeBId=1970658"
406554261,29240,Cell Unavailable,Major,0,0,SR-ISJSJ1,BTS5900,10.232.176.249,NE=3246,4G-ISJSJ1-21-C,72936,,ROOT/TSP/SRAN/SP/ITAPECERICA DA SERRA,2026-06-24 14:13:43,2026-06-24 14:15:14,"eNodeB Function Name=4G-ISJSJ1, Local Cell ID=23, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-ISJSJ1-21-C, eNodeB ID=72936, Cell ID=23, Specific Problem=RF Power OFF","RAT_INFO=GL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=72936"
406509831,29240,Cell Unavailable,Major,0,0,SR-ISJJJ2,BTS5900,10.238.246.129,NE=3515,4G-ISJJJ2-07-B,72946,1121522,ROOT/TSP/SRAN/SP/ITAPECERICA DA SERRA,2026-06-24 13:29:48,2026-06-24 13:31:19,"eNodeB Function Name=4G-ISJJJ2, Local Cell ID=14, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-ISJJJ2-07-B, eNodeB ID=72946, Cell ID=14, Specific Problem=RF Power OFF","RAT_INFO=G-L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=72946, gNodeBId=1121522"
406509830,29240,Cell Unavailable,Major,0,0,SR-ISJJJ2,BTS5900,10.238.246.129,NE=3515,4G-ISJJJ2-18-IC,72946,1121522,ROOT/TSP/SRAN/SP/ITAPECERICA DA SERRA,2026-06-24 13:29:48,2026-06-24 13:31:19,"eNodeB Function Name=4G-ISJJJ2, Local Cell ID=41, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=TRUE, Cell Name=4G-ISJJJ2-18-IC, eNodeB ID=72946, Cell ID=41, Specific Problem=RF Power OFF","RAT_INFO=G-L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=72946, gNodeBId=1121522"
406509829,29240,Cell Unavailable,Major,0,0,SR-ISJJJ2,BTS5900,10.238.246.129,NE=3515,4G-ISJJJ2-18-IB,72946,1121522,ROOT/TSP/SRAN/SP/ITAPECERICA DA SERRA,2026-06-24 13:29:48,2026-06-24 13:31:19,"eNodeB Function Name=4G-ISJJJ2, Local Cell ID=40, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=TRUE, Cell Name=4G-ISJJJ2-18-IB, eNodeB ID=72946, Cell ID=40, Specific Problem=RF Power OFF","RAT_INFO=G-L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=72946, gNodeBId=1121522"
406509828,29240,Cell Unavailable,Major,0,0,SR-ISJJJ2,BTS5900,10.238.246.129,NE=3515,4G-ISJJJ2-18-IA,72946,1121522,ROOT/TSP/SRAN/SP/ITAPECERICA DA SERRA,2026-06-24 13:29:48,2026-06-24 13:31:19,"eNodeB Function Name=4G-ISJJJ2, Local Cell ID=39, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=TRUE, Cell Name=4G-ISJJJ2-18-IA, eNodeB ID=72946, Cell ID=39, Specific Problem=RF Power OFF","RAT_INFO=G-L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=72946, gNodeBId=1121522"
406509827,29240,Cell Unavailable,Major,0,0,SR-ISJJJ2,BTS5900,10.238.246.129,NE=3515,4G-ISJJJ2-21-C,72946,1121522,ROOT/TSP/SRAN/SP/ITAPECERICA DA SERRA,2026-06-24 13:29:48,2026-06-24 13:31:19,"eNodeB Function Name=4G-ISJJJ2, Local Cell ID=23, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G-ISJJJ2-21-C, eNodeB ID=72946, Cell ID=23, Specific Problem=RF Power OFF","RAT_INFO=G-L-N, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=72946, gNodeBId=1121522"
